PostalCode|zones_name|zones_region|subzones_name|postal_code_source
427317|Geylang|Central Region||CONDO
528609|Tampines|East Region||CONDO
768094|Yishun|North Region||CONDO
536560|Serangoon|North East Region||CONDO
528770|Tampines|East Region||CONDO
127726|Clementi|West Region||CONDO
799036|Hougang|North East Region||CONDO
469993|Bedok|East Region||CONDO
828794|Punggol|North East Region||CONDO
259704|Newton|Central Region||CONDO
518173|Pasir Ris|East Region||CONDO
417398|Bedok|East Region||CONDO
469338|Bedok|East Region||CONDO
469298|Bedok|East Region||CONDO
828800|Punggol|North East Region||CONDO
545678|Hougang|North East Region||CONDO
437918|Marine Parade|Central Region||CONDO
518170|Pasir Ris|East Region||CONDO
588998|Bukit Timah|Central Region||CONDO
689102|Choa Chu Kang|West Region||CONDO
457469|Bedok|East Region||CONDO
398074|Geylang|Central Region||CONDO
567752|Ang Mo Kio|North East Region||CONDO
429021|Bedok|East Region||CONDO
677723|Bukit Panjang|West Region||CONDO
529598|Tampines|East Region||CONDO
127161|Clementi|West Region||CONDO
828799|Punggol|North East Region||CONDO
518172|Pasir Ris|East Region||CONDO
228240|Newton|Central Region||CONDO
529603|Tampines|East Region||CONDO
589488|Bukit Timah|Central Region||CONDO
59108|Outram|Central Region||CONDO
575629|Bishan|Central Region||CONDO
529602|Tampines|East Region||CONDO
398484|Geylang|Central Region||CONDO
549010|Hougang|North East Region||CONDO
558962|Serangoon|North East Region||CONDO
598790|Bukit Timah|Central Region||CONDO
479251|Bedok|East Region||CONDO
669620|Bukit Batok|West Region||CONDO
415873|Bedok|East Region||CONDO
529604|Tampines|East Region||CONDO
389493|Geylang|Central Region||CONDO
489929|Bedok|East Region||CONDO
544809|Sengkang|North East Region||CONDO
534046|Hougang|North East Region||CONDO
276310|Bukit Timah|Central Region||CONDO
518185|Pasir Ris|East Region||CONDO
427710|Marine Parade|Central Region||CONDO
424167|Bedok|East Region||CONDO
546290|Hougang|North East Region||CONDO
544817|Sengkang|North East Region||CONDO
769474|Sembawang|North Region||CONDO
398915|Geylang|Central Region||CONDO
648398|Jurong West|West Region||CONDO
544775|Hougang|North East Region||CONDO
768105|Yishun|North Region||CONDO
596195|Bukit Timah|Central Region||CONDO
126815|Clementi|West Region||CONDO
828798|Punggol|North East Region||CONDO
268800|Bukit Timah|Central Region||CONDO
518176|Pasir Ris|East Region||CONDO
506918|Pasir Ris|East Region||CONDO
398697|Geylang|Central Region||CONDO
427258|Geylang|Central Region||CONDO
828796|Punggol|North East Region||CONDO
509739|Pasir Ris|East Region||CONDO
769473|Sembawang|North Region||CONDO
689861|Choa Chu Kang|West Region||CONDO
648358|Jurong West|West Region||CONDO
219647|Kallang|Central Region||CONDO
98419|Bukit Merah|Central Region||CONDO
138638|Queenstown|Central Region||CONDO
99208|Bukit Merah|Central Region||CONDO
117506|Queenstown|Central Region||CONDO
589648|Bukit Timah|Central Region||CONDO
598676|Bukit Timah|Central Region||CONDO
229953|Newton|Central Region||CONDO
769475|Sembawang|North Region||CONDO
454943|Bedok|East Region||CONDO
679036|Bukit Panjang|West Region||CONDO
18987|Downtown Core|Central Region||CONDO
479262|Bedok|East Region||CONDO
398729|Geylang|Central Region||CONDO
479279|Bedok|East Region||CONDO
689104|Choa Chu Kang|West Region||CONDO
259725|Tanglin|Central Region||CONDO
598718|Bukit Batok|West Region||CONDO
448906|Bedok|East Region||CONDO
437880|Marine Parade|Central Region||CONDO
596221|Bukit Timah|Central Region||CONDO
479272|Bedok|East Region||CONDO
465498|Bedok|East Region||CONDO
507026|Pasir Ris|East Region||CONDO
769472|Sembawang|North Region||CONDO
739922|Sungei Kadut|North Region||CONDO
578665|Bishan|Central Region||CONDO
677721|Bukit Panjang|West Region||CONDO
518197|Pasir Ris|East Region||CONDO
529904|Tampines|East Region||CONDO
544805|Sengkang|North East Region||CONDO
667980|Bukit Batok|West Region||CONDO
417052|Bedok|East Region||CONDO
389144|Kallang|Central Region||CONDO
417297|Bedok|East Region||CONDO
437871|Marine Parade|Central Region||CONDO
529596|Tampines|East Region||CONDO
158749|Bukit Merah|Central Region||CONDO
546149|Hougang|North East Region||CONDO
588996|Bukit Timah|Central Region||CONDO
425762|Bedok|East Region||CONDO
534042|Hougang|North East Region||CONDO
207412|Rochor|Central Region||CONDO
529599|Tampines|East Region||CONDO
546150|Hougang|North East Region||CONDO
558961|Serangoon|North East Region||CONDO
738087|Woodlands|North Region||CONDO
529595|Tampines|East Region||CONDO
534958|Serangoon|North East Region||CONDO
239224|River Valley|Central Region||CONDO
436914|Kallang|Central Region||CONDO
429986|Marine Parade|Central Region||CONDO
389365|Geylang|Central Region||CONDO
287398|Bukit Timah|Central Region||CONDO
518303|Pasir Ris|East Region||CONDO
598753|Bukit Batok|West Region||CONDO
518199|Pasir Ris|East Region||CONDO
648680|Jurong West|West Region||CONDO
556122|Serangoon|North East Region||CONDO
573973|Bishan|Central Region||CONDO
828795|Punggol|North East Region||CONDO
479283|Bedok|East Region||CONDO
737808|Woodlands|North Region||CONDO
509456|Pasir Ris|East Region||CONDO
329802|Novena|Central Region||CONDO
237988|River Valley|Central Region||CONDO
389758|Geylang|Central Region||CONDO
228193|Rochor|Central Region||CONDO
518195|Pasir Ris|East Region||CONDO
109697|Bukit Merah|Central Region||CONDO
759154|Mandai|North Region||CONDO
529597|Tampines|East Region||CONDO
518174|Pasir Ris|East Region||CONDO
548177|Hougang|North East Region||CONDO
518171|Pasir Ris|East Region||CONDO
479282|Bedok|East Region||CONDO
549754|Hougang|North East Region||CONDO
276955|Bukit Timah|Central Region||CONDO
677722|Bukit Panjang|West Region||CONDO
804851|Serangoon|North East Region||CONDO
787059|Ang Mo Kio|North East Region||CONDO
138642|Queenstown|Central Region||CONDO
289843|Bukit Timah|Central Region||CONDO
127308|Clementi|West Region||CONDO
544779|Hougang|North East Region||CONDO
239223|River Valley|Central Region||CONDO
529605|Tampines|East Region||CONDO
659442|Bukit Batok|West Region||CONDO
507271|Pasir Ris|East Region||CONDO
399732|Geylang|Central Region||CONDO
678267|Bukit Panjang|West Region||CONDO
769133|Yishun|North Region||CONDO
249210|Tanglin|Central Region||CONDO
469296|Bedok|East Region||CONDO
658881|Bukit Batok|West Region||CONDO
425602|Bedok|East Region||CONDO
465494|Bedok|East Region||CONDO
539557|Hougang|North East Region||CONDO
534038|Hougang|North East Region||CONDO
518196|Pasir Ris|East Region||CONDO
429381|Geylang|Central Region||CONDO
319582|Toa Payoh|Central Region||CONDO
507025|Pasir Ris|East Region||CONDO
238002|River Valley|Central Region||CONDO
648316|Jurong West|West Region||CONDO
535926|Hougang|North East Region||CONDO
529943|Tampines|East Region||CONDO
689408|Bukit Batok|West Region||CONDO
579726|Toa Payoh|Central Region||CONDO
219384|Kallang|Central Region||CONDO
479267|Bedok|East Region||CONDO
459902|Bedok|East Region||CONDO
357776|Toa Payoh|Central Region||CONDO
689103|Choa Chu Kang|West Region||CONDO
159961|Queenstown|Central Region||CONDO
506916|Pasir Ris|East Region||CONDO
808576|Serangoon|North East Region||CONDO
329564|Novena|Central Region||CONDO
424171|Bedok|East Region||CONDO
425414|Bedok|East Region||CONDO
158746|Bukit Merah|Central Region||CONDO
556743|Serangoon|North East Region||CONDO
534957|Serangoon|North East Region||CONDO
544740|Sengkang|North East Region||CONDO
518768|Pasir Ris|East Region||CONDO
229975|Rochor|Central Region||CONDO
238255|Singapore River|Central Region||CONDO
427955|Bedok|East Region||CONDO
547261|Hougang|North East Region||CONDO
536954|Hougang|North East Region||CONDO
596180|Bukit Timah|Central Region||CONDO
80101|Bukit Merah|Central Region||CONDO
436932|Kallang|Central Region||CONDO
659801|Bukit Batok|West Region||CONDO
556124|Serangoon|North East Region||CONDO
328689|Kallang|Central Region||CONDO
437826|Marine Parade|Central Region||CONDO
598669|Bukit Timah|Central Region||CONDO
544751|Sengkang|North East Region||CONDO
507010|Pasir Ris|East Region||CONDO
529882|Tampines|East Region||CONDO
466519|Bedok|East Region||CONDO
327994|Kallang|Central Region||CONDO
534204|Hougang|North East Region||CONDO
118618|Queenstown|Central Region||CONDO
569765|Ang Mo Kio|North East Region||CONDO
519462|Pasir Ris|East Region||CONDO
659804|Bukit Batok|West Region||CONDO
575408|Bishan|Central Region||CONDO
599717|Bukit Timah|Central Region||CONDO
439974|Marine Parade|Central Region||CONDO
228459|Rochor|Central Region||CONDO
598326|Bukit Timah|Central Region||CONDO
329778|Novena|Central Region||CONDO
429984|Marine Parade|Central Region||CONDO
538800|Hougang|North East Region||CONDO
534260|Hougang|North East Region||CONDO
668382|Bukit Batok|West Region||CONDO
127999|Clementi|West Region||CONDO
469991|Bedok|East Region||CONDO
649925|Jurong West|West Region||CONDO
398505|Geylang|Central Region||CONDO
806884|Serangoon|North East Region||CONDO
806109|Serangoon|North East Region||CONDO
469988|Bedok|East Region||CONDO
298318|Novena|Central Region||CONDO
529238|Tampines|East Region||CONDO
549083|Hougang|North East Region||CONDO
118722|Queenstown|Central Region||CONDO
506961|Pasir Ris|East Region||CONDO
98412|Bukit Merah|Central Region||CONDO
574329|Bishan|Central Region||CONDO
415868|Bedok|East Region||CONDO
768859|Yishun|North Region||CONDO
329682|Novena|Central Region||CONDO
307740|Novena|Central Region||CONDO
458709|Bedok|East Region||CONDO
465666|Bedok|East Region||CONDO
556896|Serangoon|North East Region||CONDO
425387|Bedok|East Region||CONDO
127721|Clementi|West Region||CONDO
319581|Toa Payoh|Central Region||CONDO
436593|Kallang|Central Region||CONDO
465560|Bedok|East Region||CONDO
598788|Bukit Timah|Central Region||CONDO
507003|Pasir Ris|East Region||CONDO
308215|Novena|Central Region||CONDO
438794|Marine Parade|Central Region||CONDO
537436|Hougang|North East Region||CONDO
238107|River Valley|Central Region||CONDO
425251|Bedok|East Region||CONDO
679672|Bukit Panjang|West Region||CONDO
426641|Geylang|Central Region||CONDO
737809|Woodlands|North Region||CONDO
544808|Sengkang|North East Region||CONDO
417391|Bedok|East Region||CONDO
238257|Singapore River|Central Region||CONDO
575575|Bishan|Central Region||CONDO
218896|Kallang|Central Region||CONDO
669597|Bukit Batok|West Region||CONDO
465497|Bedok|East Region||CONDO
436607|Kallang|Central Region||CONDO
668290|Bukit Batok|West Region||CONDO
439498|Marine Parade|Central Region||CONDO
417397|Bedok|East Region||CONDO
437606|Marine Parade|Central Region||CONDO
518209|Pasir Ris|East Region||CONDO
509729|Pasir Ris|East Region||CONDO
576910|Ang Mo Kio|North East Region||CONDO
319583|Toa Payoh|Central Region||CONDO
487143|Tampines|East Region||CONDO
667978|Bukit Batok|West Region||CONDO
398028|Geylang|Central Region||CONDO
804928|Serangoon|North East Region||CONDO
387866|Geylang|Central Region||CONDO
459758|Bedok|East Region||CONDO
518213|Pasir Ris|East Region||CONDO
768861|Yishun|North Region||CONDO
573904|Bishan|Central Region||CONDO
319772|Toa Payoh|Central Region||CONDO
573975|Bishan|Central Region||CONDO
507264|Pasir Ris|East Region||CONDO
544743|Sengkang|North East Region||CONDO
309776|Novena|Central Region||CONDO
668862|Bukit Batok|West Region||CONDO
423409|Bedok|East Region||CONDO
547312|Hougang|North East Region||CONDO
573903|Bishan|Central Region||CONDO
238744|River Valley|Central Region||CONDO
437431|Kallang|Central Region||CONDO
239071|River Valley|Central Region||CONDO
804917|Serangoon|North East Region||CONDO
249692|River Valley|Central Region||CONDO
198784|Kallang|Central Region||CONDO
479271|Bedok|East Region||CONDO
479284|Bedok|East Region||CONDO
769321|Sembawang|North Region||CONDO
128632|Clementi|West Region||CONDO
518216|Pasir Ris|East Region||CONDO
159949|Queenstown|Central Region||CONDO
536051|Hougang|North East Region||CONDO
479264|Bedok|East Region||CONDO
669598|Bukit Batok|West Region||CONDO
468432|Bedok|East Region||CONDO
466581|Bedok|East Region||CONDO
128042|Clementi|West Region||CONDO
275936|Bukit Timah|Central Region||CONDO
286931|Bukit Timah|Central Region||CONDO
419845|Bedok|East Region||CONDO
805200|Serangoon|North East Region||CONDO
436922|Kallang|Central Region||CONDO
329830|Novena|Central Region||CONDO
297844|Novena|Central Region||CONDO
797530|Sengkang|North East Region||CONDO
388302|Geylang|Central Region||CONDO
528687|Tampines|East Region||CONDO
358699|Serangoon|North East Region||CONDO
669617|Bukit Batok|West Region||CONDO
556571|Serangoon|North East Region||CONDO
669556|Bukit Batok|West Region||CONDO
98414|Bukit Merah|Central Region||CONDO
368468|Toa Payoh|Central Region||CONDO
117491|Queenstown|Central Region||CONDO
459698|Bedok|East Region||CONDO
576148|Bishan|Central Region||CONDO
757711|Sembawang|North Region||CONDO
768282|Yishun|North Region||CONDO
768451|Yishun|North Region||CONDO
458494|Bedok|East Region||CONDO
468726|Bedok|East Region||CONDO
98652|Bukit Merah|Central Region||CONDO
545045|Sengkang|North East Region||CONDO
307953|Novena|Central Region||CONDO
465559|Bedok|East Region||CONDO
308004|Novena|Central Region||CONDO
259889|Newton|Central Region||CONDO
469983|Bedok|East Region||CONDO
587975|Bukit Panjang|West Region||CONDO
679644|Bukit Panjang|West Region||CONDO
759036|Sembawang|North Region||CONDO
759150|Mandai|North Region||CONDO
349647|Toa Payoh|Central Region||CONDO
658209|Bukit Batok|West Region||CONDO
768104|Yishun|North Region||CONDO
158748|Bukit Merah|Central Region||CONDO
207223|Kallang|Central Region||CONDO
169767|Bukit Merah|Central Region||CONDO
418941|Bedok|East Region||CONDO
458970|Bedok|East Region||CONDO
534051|Hougang|North East Region||CONDO
319773|Toa Payoh|Central Region||CONDO
768863|Yishun|North Region||CONDO
456407|Bedok|East Region||CONDO
439827|Marine Parade|Central Region||CONDO
266313|Bukit Timah|Central Region||CONDO
429824|Geylang|Central Region||CONDO
486061|Bedok|East Region||CONDO
589626|Bukit Timah|Central Region||CONDO
534076|Hougang|North East Region||CONDO
448908|Bedok|East Region||CONDO
309307|Novena|Central Region||CONDO
68803|Downtown Core|Central Region||CONDO
425252|Bedok|East Region||CONDO
599533|Bukit Timah|Central Region||CONDO
415869|Bedok|East Region||CONDO
419543|Bedok|East Region||CONDO
128002|Clementi|West Region||CONDO
545043|Sengkang|North East Region||CONDO
769580|Sembawang|North Region||CONDO
425413|Bedok|East Region||CONDO
575728|Bishan|Central Region||CONDO
544754|Sengkang|North East Region||CONDO
649929|Jurong West|West Region||CONDO
768860|Yishun|North Region||CONDO
486060|Bedok|East Region||CONDO
138686|Queenstown|Central Region||CONDO
466488|Bedok|East Region||CONDO
109698|Bukit Merah|Central Region||CONDO
239899|River Valley|Central Region||CONDO
689579|Choa Chu Kang|West Region||CONDO
544990|Sengkang|North East Region||CONDO
426244|Bedok|East Region||CONDO
545119|Sengkang|North East Region||CONDO
127159|Clementi|West Region||CONDO
758930|Sembawang|North Region||CONDO
787865|Yishun|North Region||CONDO
307943|Novena|Central Region||CONDO
534049|Hougang|North East Region||CONDO
648340|Jurong West|West Region||CONDO
207224|Kallang|Central Region||CONDO
469987|Bedok|East Region||CONDO
618650|Jurong East|West Region||CONDO
759155|Mandai|North Region||CONDO
574328|Bishan|Central Region||CONDO
239639|River Valley|Central Region||CONDO
438610|Geylang|Central Region||CONDO
679637|Bukit Panjang|West Region||CONDO
229703|Newton|Central Region||CONDO
737810|Woodlands|North Region||CONDO
467205|Bedok|East Region||CONDO
518267|Pasir Ris|East Region||CONDO
358841|Toa Payoh|Central Region||CONDO
455939|Bedok|East Region||CONDO
518183|Pasir Ris|East Region||CONDO
329605|Novena|Central Region||CONDO
169813|Bukit Merah|Central Region||CONDO
479245|Bedok|East Region||CONDO
467818|Bedok|East Region||CONDO
556135|Serangoon|North East Region||CONDO
807013|Serangoon|North East Region||CONDO
518186|Pasir Ris|East Region||CONDO
575346|Bishan|Central Region||CONDO
808551|Serangoon|North East Region||CONDO
544813|Sengkang|North East Region||CONDO
248358|Tanglin|Central Region||CONDO
507820|Pasir Ris|East Region||CONDO
138685|Queenstown|Central Region||CONDO
159015|Bukit Merah|Central Region||CONDO
288927|Bukit Timah|Central Region||CONDO
786288|Ang Mo Kio|North East Region||CONDO
658224|Bukit Batok|West Region||CONDO
544804|Sengkang|North East Region||CONDO
459490|Bedok|East Region||CONDO
828797|Punggol|North East Region||CONDO
466284|Bedok|East Region||CONDO
228600|Novena|Central Region||CONDO
398353|Geylang|Central Region||CONDO
478931|Bedok|East Region||CONDO
807734|Serangoon|North East Region||CONDO
678720|Bukit Panjang|West Region||CONDO
598741|Bukit Batok|West Region||CONDO
499255|Changi  |East Region||CONDO
538683|Hougang|North East Region||CONDO
556133|Serangoon|North East Region||CONDO
237973|Orchard|Central Region||CONDO
658213|Bukit Batok|West Region||CONDO
425780|Bedok|East Region||CONDO
828755|Punggol|North East Region||CONDO
438646|Geylang|Central Region||CONDO
428268|Bedok|East Region||CONDO
259342|Tanglin|Central Region||CONDO
768175|Yishun|North Region||CONDO
545118|Sengkang|North East Region||CONDO
544741|Sengkang|North East Region||CONDO
556113|Serangoon|North East Region||CONDO
544806|Sengkang|North East Region||CONDO
597628|Bukit Timah|Central Region||CONDO
529237|Tampines|East Region||CONDO
148954|Queenstown|Central Region||CONDO
469970|Bedok|East Region||CONDO
609783|Jurong East|West Region||CONDO
349672|Toa Payoh|Central Region||CONDO
425239|Bedok|East Region||CONDO
828842|Punggol|North East Region||CONDO
456978|Bedok|East Region||CONDO
438791|Marine Parade|Central Region||CONDO
528782|Tampines|East Region||CONDO
148955|Queenstown|Central Region||CONDO
388792|Geylang|Central Region||CONDO
539631|Hougang|North East Region||CONDO
79118|Downtown Core|Central Region||CONDO
218605|Rochor|Central Region||CONDO
478932|Bedok|East Region||CONDO
579727|Toa Payoh|Central Region||CONDO
486860|Tampines|East Region||CONDO
544897|Hougang|North East Region||CONDO
649413|Jurong West|West Region||CONDO
298130|Novena|Central Region||CONDO
535327|Hougang|North East Region||CONDO
486205|Bedok|East Region||CONDO
737829|Woodlands|North Region||CONDO
808005|Serangoon|North East Region||CONDO
228314|Newton|Central Region||CONDO
521134|Tampines|East Region||CONDO
148957|Queenstown|Central Region||CONDO
328805|Novena|Central Region||CONDO
568430|Serangoon|North East Region||CONDO
544780|Hougang|North East Region||CONDO
544758|Sengkang|North East Region||CONDO
658864|Bukit Batok|West Region||CONDO
218815|Kallang|Central Region||CONDO
465878|Bedok|East Region||CONDO
546684|Hougang|North East Region||CONDO
544811|Sengkang|North East Region||CONDO
546056|Hougang|North East Region||CONDO
529945|Tampines|East Region||CONDO
534996|Hougang|North East Region||CONDO
439957|Marine Parade|Central Region||CONDO
307467|Novena|Central Region||CONDO
207853|Kallang|Central Region||CONDO
596746|Bukit Timah|Central Region||CONDO
597592|Bukit Timah|Central Region||CONDO
249055|Tanglin|Central Region||CONDO
589474|Bukit Timah|Central Region||CONDO
689050|Choa Chu Kang|West Region||CONDO
528801|Tampines|East Region||CONDO
439944|Marine Parade|Central Region||CONDO
534041|Hougang|North East Region||CONDO
358664|Serangoon|North East Region||CONDO
539748|Hougang|North East Region||CONDO
528692|Tampines|East Region||CONDO
575630|Bishan|Central Region||CONDO
118136|Queenstown|Central Region||CONDO
535318|Hougang|North East Region||CONDO
828830|Punggol|North East Region||CONDO
308208|Novena|Central Region||CONDO
399165|Geylang|Central Region||CONDO
544756|Sengkang|North East Region||CONDO
768142|Yishun|North Region||CONDO
309466|Novena|Central Region||CONDO
269406|Bukit Timah|Central Region||CONDO
479261|Bedok|East Region||CONDO
426283|Bedok|East Region||CONDO
309767|Novena|Central Region||CONDO
593001|Bukit Timah|Central Region||CONDO
267566|Bukit Timah|Central Region||CONDO
138680|Queenstown|Central Region||CONDO
399138|Geylang|Central Region||CONDO
307468|Novena|Central Region||CONDO
257654|Tanglin|Central Region||CONDO
569787|Ang Mo Kio|North East Region||CONDO
308345|Novena|Central Region||CONDO
828754|Punggol|North East Region||CONDO
828841|Punggol|North East Region||CONDO
328644|Novena|Central Region||CONDO
596229|Bukit Batok|West Region||CONDO
469337|Bedok|East Region||CONDO
518212|Pasir Ris|East Region||CONDO
589651|Bukit Timah|Central Region||CONDO
828758|Punggol|North East Region||CONDO
768865|Yishun|North Region||CONDO
575578|Bishan|Central Region||CONDO
575581|Bishan|Central Region||CONDO
573915|Bishan|Central Region||CONDO
438789|Marine Parade|Central Region||CONDO
127449|Clementi|West Region||CONDO
587972|Bukit Panjang|West Region||CONDO
529601|Tampines|East Region||CONDO
544755|Sengkang|North East Region||CONDO
465657|Bedok|East Region||CONDO
257913|Tanglin|Central Region||CONDO
518190|Pasir Ris|East Region||CONDO
768962|Yishun|North Region||CONDO
518765|Pasir Ris|East Region||CONDO
357902|Toa Payoh|Central Region||CONDO
424331|Marine Parade|Central Region||CONDO
239328|River Valley|Central Region||CONDO
787133|Ang Mo Kio|North East Region||CONDO
805199|Serangoon|North East Region||CONDO
307994|Novena|Central Region||CONDO
228511|Newton|Central Region||CONDO
534198|Hougang|North East Region||CONDO
737811|Woodlands|North Region||CONDO
507381|Pasir Ris|East Region||CONDO
348600|Toa Payoh|Central Region||CONDO
128036|Clementi|West Region||CONDO
238697|Museum|Central Region||CONDO
738082|Woodlands|North Region||CONDO
127715|Clementi|West Region||CONDO
419594|Bedok|East Region||CONDO
759151|Mandai|North Region||CONDO
579820|Bishan|Central Region||CONDO
486356|Bedok|East Region||CONDO
239896|River Valley|Central Region||CONDO
479254|Bedok|East Region||CONDO
388869|Kallang|Central Region||CONDO
575577|Bishan|Central Region||CONDO
169279|Bukit Merah|Central Region||CONDO
298187|Toa Payoh|Central Region||CONDO
805811|Serangoon|North East Region||CONDO
298732|Novena|Central Region||CONDO
454855|Bedok|East Region||CONDO
437980|Marine Parade|Central Region||CONDO
219648|Kallang|Central Region||CONDO
679518|Bukit Panjang|West Region||CONDO
478927|Bedok|East Region||CONDO
598628|Bukit Timah|Central Region||CONDO
249114|Tanglin|Central Region||CONDO
598752|Bukit Batok|West Region||CONDO
519464|Pasir Ris|East Region||CONDO
828832|Punggol|North East Region||CONDO
555319|Serangoon|North East Region||CONDO
436919|Kallang|Central Region||CONDO
438413|Marine Parade|Central Region||CONDO
429073|Bedok|East Region||CONDO
528784|Tampines|East Region||CONDO
398075|Geylang|Central Region||CONDO
828757|Punggol|North East Region||CONDO
398077|Geylang|Central Region||CONDO
479280|Bedok|East Region||CONDO
529771|Tampines|East Region||CONDO
518188|Pasir Ris|East Region||CONDO
127647|Clementi|West Region||CONDO
545667|Hougang|North East Region||CONDO
419535|Bedok|East Region||CONDO
544742|Sengkang|North East Region||CONDO
828756|Punggol|North East Region||CONDO
535131|Hougang|North East Region||CONDO
689106|Choa Chu Kang|West Region||CONDO
425244|Bedok|East Region||CONDO
648318|Jurong West|West Region||CONDO
534075|Hougang|North East Region||CONDO
609777|Jurong East|West Region||CONDO
289533|Bukit Timah|Central Region||CONDO
548970|Hougang|North East Region||CONDO
519962|Pasir Ris|East Region||CONDO
465533|Bedok|East Region||CONDO
456411|Bedok|East Region||CONDO
609774|Jurong East|West Region||CONDO
488837|Bedok|East Region||CONDO
689105|Choa Chu Kang|West Region||CONDO
519961|Pasir Ris|East Region||CONDO
98651|Bukit Merah|Central Region||CONDO
417104|Bedok|East Region||CONDO
828840|Punggol|North East Region||CONDO
518206|Pasir Ris|East Region||CONDO
589473|Bukit Timah|Central Region||CONDO
578237|Ang Mo Kio|North East Region||CONDO
658384|Bukit Batok|West Region||CONDO
59608|Singapore River|Central Region||CONDO
828760|Punggol|North East Region||CONDO
597590|Bukit Timah|Central Region||CONDO
544753|Sengkang|North East Region||CONDO
469977|Bedok|East Region||CONDO
578176|Bishan|Central Region||CONDO
457400|Bedok|East Region||CONDO
567892|Ang Mo Kio|North East Region||CONDO
509380|Pasir Ris|East Region||CONDO
689873|Choa Chu Kang|West Region||CONDO
738212|Woodlands|North Region||CONDO
469568|Bedok|East Region||CONDO
423912|Bedok|East Region||CONDO
468721|Bedok|East Region||CONDO
768138|Yishun|North Region||CONDO
648659|Jurong West|West Region||CONDO
689683|Choa Chu Kang|West Region||CONDO
518198|Pasir Ris|East Region||CONDO
575585|Bishan|Central Region||CONDO
278541|Bukit Timah|Central Region||CONDO
249693|River Valley|Central Region||CONDO
486062|Bedok|East Region||CONDO
609478|Jurong East|West Region||CONDO
509051|Pasir Ris|East Region||CONDO
257873|Tanglin|Central Region||CONDO
436606|Kallang|Central Region||CONDO
689872|Choa Chu Kang|West Region||CONDO
828712|Punggol|North East Region||CONDO
538751|Hougang|North East Region||CONDO
459030|Bedok|East Region||CONDO
509061|Pasir Ris|East Region||CONDO
328006|Kallang|Central Region||CONDO
507085|Pasir Ris|East Region||CONDO
466477|Bedok|East Region||CONDO
138687|Queenstown|Central Region||CONDO
768120|Yishun|North Region||CONDO
449308|Marine Parade|Central Region||CONDO
98415|Bukit Merah|Central Region||CONDO
737796|Woodlands|North Region||CONDO
267953|Bukit Timah|Central Region||CONDO
218816|Kallang|Central Region||CONDO
329215|Novena|Central Region||CONDO
545388|Hougang|North East Region||CONDO
689096|Choa Chu Kang|West Region||CONDO
669561|Bukit Batok|West Region||CONDO
534044|Hougang|North East Region||CONDO
228307|Newton|Central Region||CONDO
239403|Singapore River|Central Region||CONDO
248201|Tanglin|Central Region||CONDO
689099|Choa Chu Kang|West Region||CONDO
258870|Tanglin|Central Region||CONDO
328712|Kallang|Central Region||CONDO
689864|Choa Chu Kang|West Region||CONDO
328318|Novena|Central Region||CONDO
768452|Yishun|North Region||CONDO
298190|Toa Payoh|Central Region||CONDO
259801|Tanglin|Central Region||CONDO
308143|Novena|Central Region||CONDO
529892|Tampines|East Region||CONDO
229955|Newton|Central Region||CONDO
828788|Punggol|North East Region||CONDO
786399|Yishun|North Region||CONDO
658882|Bukit Batok|West Region||CONDO
248745|Tanglin|Central Region||CONDO
127162|Clementi|West Region||CONDO
806748|Ang Mo Kio|North East Region||CONDO
128001|Clementi|West Region||CONDO
118691|Queenstown|Central Region||CONDO
427060|Marine Parade|Central Region||CONDO
128035|Clementi|West Region||CONDO
169658|Singapore River|Central Region||CONDO
238427|River Valley|Central Region||CONDO
519532|Pasir Ris|East Region||CONDO
768447|Yishun|North Region||CONDO
98640|Bukit Merah|Central Region||CONDO
436925|Kallang|Central Region||CONDO
247913|Orchard|Central Region||CONDO
427059|Marine Parade|Central Region||CONDO
545076|Sengkang|North East Region||CONDO
268836|Tanglin|Central Region||CONDO
228514|Newton|Central Region||CONDO
689528|Choa Chu Kang|West Region||CONDO
208749|Kallang|Central Region||CONDO
448907|Bedok|East Region||CONDO
689580|Choa Chu Kang|West Region||CONDO
466506|Bedok|East Region||CONDO
689672|Choa Chu Kang|West Region||CONDO
479281|Bedok|East Region||CONDO
479249|Bedok|East Region||CONDO
689874|Choa Chu Kang|West Region||CONDO
267420|Bukit Timah|Central Region||CONDO
438942|Geylang|Central Region||CONDO
427944|Bedok|East Region||CONDO
534070|Hougang|North East Region||CONDO
229747|Newton|Central Region||CONDO
248191|Tanglin|Central Region||CONDO
419010|Bedok|East Region||CONDO
388126|Geylang|Central Region||CONDO
357903|Toa Payoh|Central Region||CONDO
788365|Yishun|North Region||CONDO
425259|Bedok|East Region||CONDO
207557|Kallang|Central Region||CONDO
425710|Bedok|East Region||CONDO
518767|Pasir Ris|East Region||CONDO
248185|Tanglin|Central Region||CONDO
534037|Hougang|North East Region||CONDO
266284|Bukit Timah|Central Region||CONDO
308186|Novena|Central Region||CONDO
528610|Tampines|East Region||CONDO
545125|Sengkang|North East Region||CONDO
589483|Bukit Timah|Central Region||CONDO
528800|Tampines|East Region||CONDO
589630|Bukit Timah|Central Region||CONDO
529862|Tampines|East Region||CONDO
348968|Toa Payoh|Central Region||CONDO
449307|Marine Parade|Central Region||CONDO
538805|Hougang|North East Region||CONDO
768110|Yishun|North Region||CONDO
519944|Pasir Ris|East Region||CONDO
389756|Geylang|Central Region||CONDO
